a1_bin,a2_bin,count
0.0,1.0,981
0.0,2.0,2
1.0,0.0,979
1.0,1.0,13
1.0,2.0,2
1.0,10.0,1
2.0,0.0,2
2.0,1.0,1
3.0,0.0,2
