a1_bin,a2_bin,count
0.0,1.0,9
1.0,0.0,40
1.0,1.0,41
1.0,2.0,1
1.0,3.0,1
2.0,1.0,8
2.0,2.0,1
3.0,1.0,1
3.0,3.0,1
3.0,6.0,1
5.0,3.0,1
6.0,10.0,1
7.0,10.0,2
