a1_bin,a2_bin,count
0.0,1.0,824
0.0,2.0,1
0.0,3.0,1
0.0,8.0,1
1.0,0.0,823
1.0,1.0,165
1.0,2.0,2
1.0,4.0,1
2.0,0.0,2
2.0,1.0,2
2.0,2.0,1
4.0,1.0,1
6.0,0.0,1
7.0,1.0,1
10.0,0.0,1
