a1_bin,a2_bin,count
0.0,1.0,745
0.0,2.0,1
1.0,0.0,747
1.0,1.0,245
1.0,4.0,1
1.0,9.0,1
2.0,1.0,3
3.0,1.0,1
4.0,2.0,1
10.0,1.0,1
