a1_bin,a2_bin,count
0.0,1.0,21
1.0,0.0,22
1.0,1.0,25
1.0,2.0,7
1.0,3.0,2
1.0,4.0,1
1.0,5.0,2
2.0,1.0,1
2.0,2.0,1
3.0,1.0,1
3.0,3.0,1
3.0,5.0,1
6.0,3.0,1
10.0,5.0,1
10.0,6.0,2
