a1_bin,a2_bin,count
0.0,1.0,104
0.0,2.0,1
1.0,0.0,101
1.0,1.0,91
1.0,2.0,12
1.0,3.0,3
2.0,0.0,1
2.0,1.0,1
2.0,2.0,5
2.0,3.0,2
2.0,4.0,1
3.0,1.0,1
3.0,3.0,3
3.0,4.0,3
3.0,6.0,2
4.0,2.0,1
4.0,3.0,1
4.0,4.0,2
5.0,3.0,2
7.0,9.0,1
10.0,2.0,1
