a1_bin,a2_bin,count
0.0,1.0,962
0.0,2.0,5
0.0,3.0,4
0.0,10.0,1
1.0,0.0,964
1.0,1.0,26
2.0,0.0,5
3.0,0.0,3
4.0,1.0,1
8.0,1.0,1
